MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
80.0,3.0,85.0,9350.0,1.0,3,3.0,0.0,4,0.0,12,2.0,2.0,0.0,7,5.0,6.0,1965.0,1999,1.0,1.0,3.0,3.0,2,0.0,3.0,4.0,2.0,3.0,3.0,1.0,0,633.0,5.0,0.0,586.0,1219.0,1.0,2,1.0,4.0,1265.0,0.0,0.0,1265.0,0.0,0.0,2.0,0,3.0,1.0,2.0,6.0,6.0,1.0,1,1965.0,1,2.0,502.0,4.0,4.0,2.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,10,2008,8.0,4.0,179900.0
120.0,3.0,34.0,5001.0,1.0,0,3.0,0.0,4,0.0,16,2.0,2.0,0.0,2,7.0,5.0,2007.0,2008,1.0,1.0,12.0,13.0,3,166.0,2.0,4.0,2.0,2.0,3.0,3.0,2,904.0,5.0,0.0,410.0,1314.0,1.0,0,1.0,4.0,1314.0,0.0,0.0,1314.0,1.0,0.0,2.0,0,2.0,1.0,2.0,6.0,6.0,1.0,1,2008.0,1,2.0,626.0,4.0,4.0,2.0,172.0,62.0,0.0,0.0,0.0,0.0,0.0,7,2009,8.0,4.0,230000.0
20.0,3.0,92.0,11932.0,1.0,3,3.0,0.0,2,0.0,21,2.0,2.0,0.0,2,8.0,5.0,2007.0,2008,1.0,1.0,12.0,13.0,3,186.0,2.0,4.0,2.0,2.0,3.0,3.0,5,0.0,5.0,0.0,1580.0,1580.0,1.0,0,1.0,4.0,1580.0,0.0,0.0,1580.0,0.0,0.0,2.0,0,3.0,1.0,2.0,7.0,6.0,0.0,1,2008.0,1,3.0,830.0,4.0,4.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,6,2008,8.0,4.0,235128.0
60.0,3.0,76.0,9120.0,1.0,3,3.0,0.0,4,0.0,14,2.0,2.0,0.0,5,6.0,6.0,1974.0,1974,1.0,1.0,6.0,6.0,1,270.0,2.0,4.0,1.0,3.0,3.0,3.0,0,442.0,5.0,0.0,459.0,901.0,1.0,4,1.0,4.0,943.0,933.0,0.0,1876.0,0.0,0.0,2.0,1,4.0,1.0,2.0,8.0,6.0,1.0,1,1974.0,1,2.0,540.0,4.0,4.0,2.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,7,2008,8.0,4.0,185000.0
70.0,3.0,60.0,2280.0,1.0,3,3.0,0.0,4,0.0,13,2.0,2.0,0.0,5,6.0,5.0,1978.0,1978,1.0,1.0,9.0,2.0,2,0.0,3.0,4.0,1.0,2.0,3.0,3.0,0,311.0,5.0,0.0,544.0,855.0,1.0,1,1.0,4.0,855.0,601.0,0.0,1456.0,0.0,0.0,2.0,1,3.0,1.0,3.0,7.0,6.0,1.0,1,1978.0,2,2.0,440.0,4.0,4.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2010,8.0,4.0,146000.0
20.0,3.0,69.30579531442663,14778.0,1.0,0,3.0,0.0,1,0.0,6,2.0,2.0,0.0,2,6.0,7.0,1954.0,2006,1.0,1.0,6.0,6.0,1,72.0,2.0,4.0,1.0,3.0,3.0,3.0,1,728.0,5.0,0.0,568.0,1296.0,1.0,0,1.0,4.0,1640.0,0.0,0.0,1640.0,1.0,0.0,1.0,0,3.0,1.0,2.0,7.0,6.0,1.0,5,1993.0,2,2.0,924.0,4.0,4.0,2.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2008,8.0,4.0,224000.0
20.0,3.0,78.0,8724.0,1.0,3,3.0,0.0,4,0.0,19,2.0,2.0,0.0,2,5.0,5.0,1968.0,1968,1.0,1.0,12.0,13.0,2,0.0,3.0,4.0,1.0,2.0,3.0,3.0,1,492.0,5.0,0.0,402.0,894.0,1.0,2,1.0,4.0,894.0,0.0,0.0,894.0,0.0,0.0,1.0,0,3.0,1.0,3.0,5.0,6.0,1.0,1,1968.0,0,2.0,450.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2007,8.0,4.0,129000.0
90.0,3.0,60.0,12900.0,1.0,3,3.0,0.0,4,0.0,19,2.0,2.0,0.0,6,4.0,4.0,1969.0,1969,1.0,1.0,9.0,10.0,2,0.0,3.0,4.0,1.0,2.0,3.0,2.0,2,1198.0,5.0,0.0,0.0,1198.0,1.0,4,1.0,4.0,1258.0,0.0,0.0,1258.0,2.0,0.0,0.0,2,2.0,1.0,3.0,6.0,6.0,0.0,4,1969.0,2,2.0,400.0,4.0,4.0,2.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2008,8.0,4.0,108959.0
80.0,3.0,69.30579531442663,16157.0,1.0,0,3.0,0.0,2,0.0,24,2.0,2.0,0.0,7,5.0,7.0,1978.0,1978,1.0,1.0,9.0,10.0,2,0.0,3.0,4.0,2.0,2.0,3.0,1.0,0,680.0,5.0,0.0,289.0,1360.0,1.0,0,1.0,4.0,1432.0,0.0,0.0,1432.0,1.0,0.0,1.0,1,2.0,1.0,2.0,5.0,6.0,1.0,1,1978.0,2,2.0,588.0,4.0,4.0,2.0,168.0,70.0,0.0,0.0,0.0,0.0,0.0,6,2007,8.0,4.0,194000.0
20.0,3.0,79.0,9541.0,1.0,0,3.0,0.0,4,0.0,16,2.0,2.0,0.0,2,7.0,5.0,2009.0,2009,1.0,1.0,12.0,13.0,3,268.0,2.0,4.0,2.0,2.0,3.0,3.0,5,0.0,5.0,0.0,1502.0,1502.0,1.0,0,1.0,4.0,1502.0,0.0,0.0,1502.0,0.0,0.0,2.0,0,3.0,1.0,2.0,7.0,6.0,0.0,1,2009.0,1,2.0,644.0,4.0,4.0,2.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,9,2009,8.0,4.0,233170.0
20.0,3.0,64.0,10475.0,1.0,0,3.0,0.0,0,0.0,5,2.0,2.0,0.0,2,8.0,5.0,2008.0,2008,1.0,1.0,12.0,13.0,3,72.0,2.0,4.0,2.0,2.0,3.0,2.0,5,0.0,5.0,0.0,805.0,1694.0,1.0,0,1.0,4.0,1694.0,0.0,0.0,1694.0,0.0,0.0,2.0,0,3.0,1.0,2.0,7.0,6.0,0.0,1,2008.0,1,3.0,776.0,4.0,4.0,2.0,160.0,33.0,0.0,0.0,0.0,0.0,0.0,2,2010,8.0,4.0,245350.0
60.0,3.0,58.0,10852.0,1.0,0,3.0,0.0,4,0.0,8,2.0,2.0,0.0,5,6.0,5.0,2000.0,2000,1.0,1.0,12.0,13.0,2,0.0,3.0,4.0,2.0,2.0,3.0,3.0,2,786.0,5.0,0.0,173.0,959.0,1.0,0,1.0,4.0,959.0,712.0,0.0,1671.0,1.0,0.0,2.0,1,3.0,1.0,3.0,7.0,6.0,1.0,1,2000.0,0,2.0,472.0,4.0,4.0,2.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,2,2006,8.0,4.0,173000.0
70.0,3.0,78.0,13728.0,1.0,3,3.0,0.0,0,0.0,7,2.0,2.0,0.0,5,6.0,7.0,1935.0,1986,1.0,1.0,11.0,12.0,2,0.0,3.0,4.0,1.0,3.0,3.0,3.0,4,626.0,5.0,0.0,501.0,1127.0,1.0,0,1.0,4.0,1236.0,872.0,0.0,2108.0,0.0,0.0,2.0,0,4.0,1.0,2.0,7.0,6.0,2.0,2,1935.0,2,2.0,540.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2008,8.0,4.0,235000.0
60.0,3.0,78.0,11570.0,1.0,0,3.0,0.0,1,0.0,15,2.0,2.0,0.0,5,10.0,5.0,1995.0,1996,1.0,1.0,6.0,6.0,1,163.5,2.0,4.0,2.0,2.0,3.0,1.0,2,1387.0,5.0,0.0,543.0,1930.0,1.0,0,1.0,4.0,1831.0,704.0,0.0,1743.5,1.0,0.0,3.0,1,4.0,1.0,2.0,10.0,6.0,1.0,1,1995.0,0,3.0,807.0,4.0,4.0,2.0,361.0,76.0,0.0,0.0,0.0,0.0,0.0,7,2006,8.0,4.0,210143.9
80.0,3.0,76.0,9880.0,1.0,3,3.0,0.0,4,0.0,11,2.0,2.0,0.0,7,6.0,6.0,1977.0,1977,1.0,1.0,9.0,10.0,2,0.0,3.0,4.0,1.0,3.0,3.0,2.0,0,522.0,5.0,0.0,574.0,1096.0,1.0,4,1.0,4.0,1118.0,0.0,0.0,1118.0,1.0,0.0,1.0,0,3.0,1.0,3.0,6.0,6.0,1.0,1,1977.0,0,1.0,358.0,4.0,4.0,2.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2008,8.0,4.0,171000.0
20.0,3.0,76.0,9120.0,1.0,3,3.0,0.0,4,0.0,12,2.0,2.0,0.0,2,6.0,6.0,1958.0,1958,1.0,1.0,8.0,8.0,2,0.0,3.0,4.0,1.0,3.0,3.0,3.0,0,662.0,5.0,0.0,599.0,1261.0,1.0,0,1.0,4.0,1261.0,0.0,0.0,1261.0,1.0,0.0,1.0,0,3.0,1.0,3.0,6.0,6.0,1.0,1,1958.0,1,2.0,433.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2008,8.0,4.0,163000.0
70.0,3.0,35.0,4017.0,1.0,0,3.0,0.0,4,0.0,21,2.0,2.0,0.0,5,7.0,5.0,2006.0,2007,1.0,1.0,8.0,8.0,2,0.0,2.0,4.0,2.0,2.0,3.0,3.0,5,0.0,5.0,0.0,625.0,625.0,1.0,0,1.0,4.0,625.0,625.0,0.0,1250.0,0.0,0.0,2.0,1,2.0,1.0,2.0,5.0,6.0,0.0,5,2006.0,0,2.0,625.0,4.0,4.0,2.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,3,2008,8.0,4.0,171900.0
50.0,3.0,78.0,11570.0,1.0,0,3.0,0.0,4,0.0,4,2.0,2.0,0.0,0,5.0,6.0,1946.0,1994,1.0,1.0,8.0,8.0,2,0.0,3.0,4.0,1.0,3.0,3.0,3.0,4,152.0,5.0,0.0,977.0,1598.0,1.0,4,1.0,4.0,1636.0,971.0,0.0,1743.5,0.0,0.0,3.0,0,3.0,1.0,2.0,7.0,6.0,1.0,1,1978.1134057971014,2,0.0,0.0,4.0,4.0,2.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2007,8.0,4.0,200500.0
70.0,3.0,80.0,16560.0,1.0,0,3.0,0.0,4,0.0,6,2.0,2.0,0.0,5,6.0,6.0,1932.0,1950,1.0,1.0,13.0,14.0,2,0.0,3.0,4.0,0.0,2.0,3.0,3.0,4,503.0,5.0,0.0,449.0,952.0,1.0,4,1.0,4.0,1170.0,1175.0,0.0,2345.0,0.0,0.0,2.0,1,4.0,1.0,3.0,9.0,6.0,1.0,5,1932.0,2,2.0,360.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,8.0,4.0,239000.0
50.0,3.0,85.0,10678.0,1.0,3,3.0,0.0,4,0.0,15,2.0,2.0,0.0,0,8.0,5.0,1992.0,2000,1.0,1.0,6.0,6.0,1,337.0,2.0,4.0,2.0,2.0,3.0,3.0,2,700.0,5.0,0.0,983.0,1683.0,1.0,0,1.0,4.0,2129.0,743.0,0.0,1743.5,0.0,0.0,2.0,1,4.0,1.0,2.0,9.0,6.0,1.0,1,1992.0,0,2.0,541.0,4.0,4.0,2.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,4,2007,8.0,4.0,285000.0
20.0,3.0,37.0,6951.0,1.0,0,3.0,0.0,1,0.0,11,2.0,2.0,0.0,2,5.0,5.0,1984.0,1985,1.0,1.0,6.0,10.0,2,0.0,3.0,4.0,1.0,3.0,3.0,3.0,0,658.0,5.0,0.0,218.0,876.0,1.0,4,1.0,4.0,923.0,0.0,0.0,923.0,1.0,0.0,1.0,0,3.0,1.0,3.0,5.0,6.0,0.0,1,1984.0,2,1.0,264.0,4.0,4.0,2.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2008,8.0,4.0,119500.0
50.0,3.0,69.30579531442663,3950.0,1.0,3,3.0,0.0,4,0.0,17,2.0,2.0,0.0,0,6.0,6.0,1926.0,2004,1.0,1.0,8.0,8.0,2,0.0,3.0,4.0,1.0,3.0,3.0,3.0,4,468.0,5.0,0.0,350.0,818.0,1.0,4,1.0,4.0,818.0,406.0,0.0,1224.0,0.0,0.0,1.0,0,3.0,1.0,3.0,5.0,6.0,0.0,5,1926.0,2,1.0,210.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2009,8.0,4.0,115000.0
50.0,3.0,54.0,7681.0,1.0,0,3.0,0.0,2,0.0,6,2.0,2.0,0.0,0,5.0,6.0,1921.0,1950,1.0,1.0,13.0,14.0,2,0.0,3.0,4.0,0.0,3.0,3.0,3.0,5,0.0,5.0,0.0,731.0,731.0,1.0,0,1.0,4.0,820.0,523.0,0.0,1343.0,0.0,0.0,1.0,1,3.0,1.0,3.0,7.0,6.0,1.0,5,1921.0,2,1.0,186.0,4.0,4.0,2.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2009,8.0,4.0,154900.0
20.0,3.0,77.0,8335.0,1.0,3,3.0,0.0,0,0.0,7,2.0,2.0,0.0,2,5.0,5.0,1954.0,1954,1.0,1.0,13.0,14.0,2,0.0,3.0,4.0,3.0,3.0,3.0,3.0,5,0.0,5.0,0.0,0.0,793.0,1.0,2,1.0,4.0,1124.0,0.0,0.0,1124.0,0.0,0.0,1.0,0,3.0,1.0,3.0,5.0,6.0,1.0,1,1978.1134057971014,2,0.0,0.0,4.0,4.0,2.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,4,2006,8.0,4.0,93000.0
60.0,3.0,69.30579531442663,11170.0,1.0,1,3.0,0.0,0,0.0,23,2.0,2.0,0.0,5,7.0,5.0,1990.0,1991,1.0,1.0,8.0,8.0,2,0.0,3.0,4.0,2.0,2.0,3.0,3.0,3,1216.0,5.0,0.0,0.0,1216.0,1.0,0,1.0,4.0,1298.0,1216.0,0.0,2514.0,0.0,0.0,2.0,1,4.0,1.0,3.0,8.0,6.0,0.0,1,1990.0,0,2.0,693.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2006,8.0,4.0,250000.0
120.0,3.0,64.0,5587.0,1.0,0,3.0,0.0,4,0.0,6,2.0,2.0,0.0,2,8.0,5.0,2008.0,2008,1.0,1.0,5.0,5.0,3,186.0,2.0,4.0,2.0,2.0,3.0,1.0,2,1480.0,5.0,0.0,120.0,1600.0,1.0,0,1.0,4.0,1652.0,0.0,0.0,1652.0,1.0,0.0,2.0,0,2.0,1.0,2.0,5.0,6.0,1.0,1,2008.0,0,2.0,482.0,4.0,4.0,2.0,162.0,53.0,0.0,0.0,0.0,0.0,0.0,11,2008,8.0,4.0,210143.9
60.0,3.0,78.0,15623.0,1.0,0,3.0,0.0,0,0.0,15,2.0,2.0,0.0,5,10.0,5.0,1996.0,1996,1.0,1.0,13.0,7.0,2,0.0,2.0,4.0,2.0,2.0,3.0,2.0,2,733.0,5.0,0.0,300.0,1302.0,1.0,0,1.0,4.0,1387.5,704.0,0.0,1743.5,1.0,0.0,3.0,1,4.0,1.0,2.0,10.0,6.0,2.0,1,1996.0,0,3.0,813.0,4.0,4.0,2.0,171.0,78.0,0.0,0.0,0.0,0.0,0.0,7,2007,8.0,4.0,210143.9
30.0,3.0,60.0,10800.0,1.0,3,3.0,0.0,4,0.0,17,2.0,2.0,0.0,2,5.0,6.0,1920.0,1950,1.0,1.0,11.0,12.0,2,0.0,3.0,4.0,0.0,3.0,3.0,3.0,4,821.0,5.0,0.0,299.0,1120.0,1.0,0,1.0,4.0,1130.0,0.0,0.0,1130.0,1.0,0.0,1.0,0,2.0,1.0,3.0,5.0,6.0,1.0,5,1970.0,2,2.0,720.0,4.0,4.0,2.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2006,8.0,4.0,120000.0
20.0,3.0,50.0,11570.0,1.0,3,3.0,0.0,4,0.0,23,2.0,2.0,0.0,2,5.0,4.0,1963.0,1963,1.0,1.0,8.0,8.0,1,226.0,3.0,4.0,1.0,3.0,3.0,1.0,4,1159.0,5.0,0.0,413.0,1572.0,1.0,2,1.0,4.0,1572.0,0.0,0.0,1572.0,1.0,0.0,1.0,1,3.0,1.0,3.0,5.0,6.0,2.0,0,1963.0,1,3.0,576.0,4.0,4.0,2.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,5,2007,8.0,4.0,186700.0
50.0,3.0,60.0,9738.0,1.0,3,3.0,0.0,4,0.0,7,2.0,2.0,0.0,0,5.0,7.0,1924.0,1950,1.0,1.0,8.0,8.0,2,0.0,3.0,4.0,0.0,3.0,3.0,3.0,1,392.0,5.0,0.0,392.0,784.0,1.0,2,1.0,4.0,949.0,272.0,0.0,1221.0,1.0,0.0,1.0,0,4.0,1.0,3.0,7.0,6.0,0.0,1,1965.0,2,1.0,392.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2006,8.0,4.0,104900.0
70.0,3.0,78.0,10615.0,1.0,0,3.0,0.0,0,0.0,17,2.0,2.0,0.0,5,3.0,5.0,1900.0,1970,1.0,1.0,6.0,6.0,2,0.0,3.0,4.0,1.0,1.0,3.0,2.0,1,440.0,5.0,0.0,538.0,978.0,1.0,4,1.0,4.0,1014.0,685.0,0.0,1699.0,1.0,0.0,2.0,0,3.0,1.0,3.0,7.0,6.0,0.0,4,1920.0,2,2.0,420.0,4.0,4.0,2.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,8,2009,8.0,4.0,95000.0
20.0,3.0,89.0,12461.0,1.0,3,3.0,0.0,0,0.0,15,2.0,2.0,0.0,2,8.0,5.0,1994.0,1995,1.0,1.0,7.0,7.0,2,0.0,2.0,4.0,2.0,2.0,3.0,3.0,2,1456.0,5.0,0.0,168.0,1624.0,1.0,0,1.0,4.0,1624.0,0.0,0.0,1624.0,1.0,0.0,2.0,0,2.0,1.0,2.0,5.0,6.0,1.0,1,1994.0,1,3.0,757.0,4.0,4.0,2.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,7,2006,8.0,4.0,262000.0
60.0,3.0,68.0,8935.0,1.0,0,3.0,0.0,4,0.0,5,2.0,2.0,0.0,5,7.0,5.0,2002.0,2002,1.0,1.0,12.0,13.0,1,95.0,2.0,4.0,2.0,2.0,3.0,3.0,5,0.0,5.0,0.0,831.0,831.0,1.0,0,1.0,4.0,831.0,829.0,0.0,1660.0,0.0,0.0,2.0,1,3.0,1.0,2.0,7.0,6.0,0.0,1,2002.0,1,2.0,493.0,4.0,4.0,2.0,144.0,68.0,0.0,0.0,0.0,0.0,0.0,7,2009,8.0,4.0,195000.0
60.0,3.0,60.0,7500.0,1.0,3,3.0,0.0,4,0.0,8,2.0,2.0,0.0,5,7.0,5.0,1999.0,1999,1.0,1.0,12.0,13.0,2,0.0,3.0,4.0,2.0,3.0,3.0,3.0,5,0.0,5.0,0.0,994.0,994.0,1.0,2,1.0,4.0,1028.0,776.0,0.0,1804.0,0.0,0.0,2.0,1,3.0,1.0,2.0,7.0,6.0,1.0,1,1999.0,0,2.0,442.0,4.0,4.0,2.0,140.0,60.0,0.0,0.0,0.0,0.0,0.0,6,2010,8.0,4.0,189000.0
70.0,3.0,69.30579531442663,11570.0,1.0,3,3.0,0.0,4,0.0,11,2.0,2.0,0.0,2,4.0,4.0,1961.0,1975,1.0,1.0,8.0,8.0,3,149.0,3.0,4.0,1.0,3.0,3.0,2.0,1,1159.0,5.0,0.0,90.0,1249.0,1.0,0,1.0,4.0,1622.0,0.0,0.0,1622.0,1.0,0.0,1.0,0,3.0,1.0,3.0,7.0,6.0,1.0,0,1975.0,0,2.0,576.0,4.0,4.0,2.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2007,8.0,4.0,168000.0
70.0,3.0,60.0,2645.0,1.0,3,3.0,0.0,4,0.0,21,2.0,2.0,0.0,5,8.0,5.0,1999.0,2000,1.0,1.0,8.0,8.0,1,163.5,2.0,4.0,2.0,2.0,3.0,3.0,5,0.0,5.0,0.0,776.0,776.0,1.0,0,1.0,4.0,764.0,677.0,0.0,1441.0,0.0,0.0,2.0,1,2.0,1.0,2.0,5.0,6.0,0.0,5,1999.0,2,2.0,492.0,4.0,4.0,2.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2007,8.0,4.0,174000.0
50.0,3.0,60.0,9600.0,1.0,3,3.0,0.0,4,0.0,17,2.0,2.0,0.0,0,5.0,6.0,1925.0,1994,1.0,1.0,12.0,13.0,2,0.0,3.0,4.0,2.0,3.0,3.0,2.0,5,0.0,5.0,0.0,702.0,702.0,1.0,2,1.0,4.0,842.0,630.0,0.0,1472.0,0.0,0.0,1.0,0,3.0,1.0,2.0,6.0,6.0,0.0,5,1925.0,2,1.0,250.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2007,8.0,4.0,125000.0
120.0,3.0,69.30579531442663,4500.0,1.0,3,3.0,0.0,2,0.0,11,2.0,2.0,0.0,2,6.0,5.0,1999.0,1999,1.0,1.0,12.0,13.0,1,163.5,3.0,4.0,2.0,2.0,3.0,3.0,2,883.0,5.0,0.0,341.0,1224.0,1.0,0,1.0,4.0,1224.0,0.0,0.0,1224.0,1.0,0.0,2.0,0,2.0,1.0,3.0,5.0,6.0,0.0,1,1999.0,0,2.0,402.0,4.0,4.0,2.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,6,2009,8.0,4.0,165000.0
60.0,3.0,80.0,9364.0,1.0,3,3.0,0.0,0,0.0,19,2.0,2.0,0.0,5,6.0,7.0,1969.0,1969,1.0,1.0,6.0,6.0,3,143.0,3.0,4.0,1.0,3.0,3.0,3.0,0,371.0,5.0,0.0,292.0,663.0,1.0,4,1.0,4.0,663.0,689.0,0.0,1352.0,0.0,0.0,1.0,1,4.0,1.0,3.0,7.0,6.0,0.0,1,1969.0,0,1.0,299.0,4.0,4.0,2.0,379.0,36.0,0.0,0.0,0.0,0.0,0.0,3,2010,8.0,4.0,158000.0
60.0,3.0,51.0,8029.0,1.0,0,3.0,0.0,4,0.0,8,2.0,2.0,0.0,5,6.0,5.0,2005.0,2005,1.0,1.0,12.0,13.0,2,0.0,3.0,4.0,2.0,2.0,3.0,3.0,5,0.0,5.0,0.0,728.0,728.0,1.0,0,1.0,4.0,728.0,728.0,0.0,1456.0,0.0,0.0,2.0,1,3.0,1.0,2.0,8.0,6.0,0.0,1,2005.0,0,2.0,400.0,4.0,4.0,2.0,100.0,24.0,0.0,0.0,0.0,0.0,0.0,7,2008,8.0,4.0,176000.0
60.0,3.0,58.0,14054.0,1.0,0,3.0,0.0,4,0.0,8,2.0,2.0,0.0,5,7.0,5.0,2006.0,2006,1.0,1.0,12.0,13.0,2,0.0,2.0,4.0,2.0,2.0,3.0,2.0,5,0.0,5.0,0.0,879.0,879.0,1.0,0,1.0,4.0,879.0,984.0,0.0,1863.0,0.0,0.0,2.0,1,4.0,1.0,2.0,9.0,6.0,1.0,3,2006.0,0,3.0,660.0,4.0,4.0,2.0,100.0,17.0,0.0,0.0,0.0,0.0,0.0,11,2006,8.0,4.0,219210.0
75.0,3.0,65.0,8850.0,1.0,0,3.0,0.0,0,0.0,17,2.0,2.0,0.0,4,7.0,6.0,1916.0,1950,1.0,1.0,8.0,8.0,2,0.0,3.0,4.0,0.0,3.0,3.0,3.0,5,0.0,5.0,0.0,815.0,815.0,1.0,0,1.0,4.0,815.0,875.0,0.0,1690.0,0.0,0.0,1.0,0,3.0,1.0,3.0,7.0,6.0,1.0,5,1916.0,2,1.0,225.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,8.0,4.0,144000.0
20.0,3.0,70.0,9100.0,1.0,3,3.0,0.0,4,0.0,5,2.0,2.0,0.0,2,7.0,5.0,2001.0,2001,1.0,1.0,12.0,13.0,2,0.0,2.0,4.0,2.0,2.0,3.0,3.0,5,0.0,5.0,0.0,1212.0,1212.0,1.0,0,1.0,4.0,1212.0,0.0,0.0,1212.0,0.0,0.0,2.0,0,3.0,1.0,2.0,6.0,6.0,0.0,1,2001.0,1,2.0,573.0,4.0,4.0,2.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2009,8.0,4.0,178000.0
20.0,3.0,75.0,11235.0,1.0,3,3.0,0.0,4,0.0,19,2.0,2.0,0.0,2,4.0,5.0,1963.0,1979,1.0,1.0,6.0,6.0,1,51.0,3.0,4.0,1.0,3.0,3.0,3.0,4,547.0,5.0,0.0,504.0,1051.0,1.0,2,1.0,4.0,1382.0,0.0,0.0,1382.0,0.0,0.0,1.0,1,3.0,1.0,3.0,6.0,6.0,1.0,1,1974.0,2,2.0,459.0,4.0,4.0,2.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,10,2006,8.0,4.0,148000.0
20.0,3.0,71.0,9353.0,1.0,3,3.0,0.0,4,0.0,12,2.0,2.0,0.0,2,4.0,5.0,1970.0,1970,1.0,1.0,8.0,8.0,2,0.0,3.0,4.0,1.0,3.0,3.0,3.0,5,0.0,5.0,0.0,864.0,864.0,1.0,2,1.0,4.0,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0,3.0,1.0,3.0,5.0,6.0,0.0,1,1972.0,2,1.0,280.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,8.0,4.0,116050.0
60.0,3.0,80.0,10400.0,1.0,3,3.0,0.0,0,0.0,5,2.0,2.0,0.0,5,7.0,5.0,1998.0,1998,1.0,1.0,12.0,13.0,2,0.0,3.0,4.0,2.0,2.0,3.0,2.0,5,0.0,5.0,0.0,866.0,866.0,1.0,0,1.0,4.0,866.0,913.0,0.0,1779.0,0.0,0.0,2.0,1,3.0,1.0,2.0,6.0,6.0,0.0,1,1998.0,1,2.0,546.0,4.0,4.0,2.0,198.0,36.0,0.0,0.0,0.0,0.0,0.0,3,2009,8.0,4.0,197900.0
50.0,3.0,50.0,6000.0,1.0,3,3.0,0.0,0,0.0,3,2.0,2.0,0.0,0,5.0,6.0,1925.0,1997,1.0,1.0,13.0,14.0,2,0.0,3.0,4.0,0.0,3.0,3.0,3.0,5,0.0,5.0,0.0,884.0,884.0,1.0,0,1.0,4.0,884.0,464.0,0.0,1348.0,1.0,0.0,1.0,0,3.0,1.0,3.0,5.0,6.0,1.0,5,1960.0,2,1.0,216.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2009,8.0,4.0,117000.0
